"Site","Year","Complex","RCA","LAT","LON","CH","Region","Rookery","Obs","Reg_no","Pup","Bull","SAM","Female","Juv","NP_tot","NP_sum","diff"
"KANAGA/CAPE CHUNU",2008,"KANAGA/CAPE CHUNU",3,51.658,-177.642,0,"C ALEU",0,2,10,0,6,2,15,46,69,69,0
"KANAGA/CAPE CHUNU",2009,"KANAGA/CAPE CHUNU",3,51.658,-177.642,0,"C ALEU",0,1,10,0,1,2,4,10,17,17,0
"KANAGA/CAPE CHUNU",2009,"KANAGA/CAPE CHUNU",3,51.658,-177.642,0,"C ALEU",0,2,10,0,2,0,7,9,18,18,0
"KANAGA/CAPE CHUNU",2010,"KANAGA/CAPE CHUNU",3,51.658,-177.642,0,"C ALEU",0,1,10,3,2,1,14,1,21,18,3
"KANAGA/CAPE CHUNU",2010,"KANAGA/CAPE CHUNU",3,51.658,-177.642,0,"C ALEU",0,2,10,3,2,1,10,5,21,18,3
"KANAGA/CAPE MIGA",2011,"KANAGA/CAPE MIGA",3,51.94,-177.183,0,"C ALEU",0,1,10,0,0,0,1,1,2,2,0
"KANAGA/CAPE MIGA",2011,"KANAGA/CAPE MIGA",3,51.94,-177.183,0,"C ALEU",0,2,10,0,0,2,0,0,2,2,0
"KANAGA/S OF CAPE MIGA",2010,"KANAGA/CAPE MIGA",3,51.922,-177.201,0,"C ALEU",0,1,10,0,4,0,19,1,27,24,3
"KANAGA/S OF CAPE MIGA",2010,"KANAGA/CAPE MIGA",3,51.922,-177.201,0,"C ALEU",0,2,10,0,2,2,14,6,27,24,3
"KANAGA/SHIP ROCK",2008,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,1,10,217,29,14,229,44,316,316,0
"KANAGA/SHIP ROCK",2008,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,2,10,175,45,0,232,42,319,319,0
"KANAGA/SHIP ROCK",2009,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,1,10,216,32,8,279,103,422,422,0
"KANAGA/SHIP ROCK",2009,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,2,10,211,37,13,235,132,417,417,0
"KANAGA/SHIP ROCK",2010,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,1,10,217,48,40,261,19,371,368,3
"KANAGA/SHIP ROCK",2010,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,2,10,210,45,24,268,34,374,371,3
"KANAGA/SHIP ROCK",2011,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,1,10,206,23,16,258,67,364,364,0
"KANAGA/SHIP ROCK",2011,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,2,10,211,29,4,277,39,349,349,0
"KANAGA/SHIP ROCK",2014,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,1,10,206,41,11,239,56,348,347,1
"KANAGA/SHIP ROCK",2014,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,2,10,208,38,15,239,58,351,350,1
"KANAGA/SHIP ROCK",2016,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,1,10,191,29,5,186,53,273,273,0
"KANAGA/SHIP ROCK",2016,"KANAGA/SHIP ROCK",3,51.778,-177.345,1,"C ALEU",1,2,10,190,32,0,177,57,266,266,0
"KASATOCHI/NORTH POINT",2008,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,1,10,345,70,57,372,55,554,554,0
"KASATOCHI/NORTH POINT",2008,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,2,10,286,78,44,362,61,545,545,0
"KASATOCHI/NORTH POINT",2009,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,1,10,395,84,50,428,53,615,615,0
"KASATOCHI/NORTH POINT",2009,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,2,10,392,61,71,433,38,603,603,0
"KASATOCHI/NORTH POINT",2010,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,1,10,353,121,23,518,66,728,728,0
"KASATOCHI/NORTH POINT",2010,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,2,10,354,94,60,467,114,735,735,0
"KASATOCHI/NORTH POINT",2011,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,1,10,375,74,31,497,118,720,720,0
"KASATOCHI/NORTH POINT",2011,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,2,10,371,85,15,513,98,711,711,0
"KASATOCHI/NORTH POINT",2014,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,1,10,373,85,45,318,134,582,582,0
"KASATOCHI/NORTH POINT",2014,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,2,10,380,88,56,333,115,592,592,0
"KASATOCHI/NORTH POINT",2016,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,1,10,432,58,30,399,113,600,600,0
"KASATOCHI/NORTH POINT",2016,"KASATOCHI/NORTH POINT",4,52.185,-175.516,1,"C ALEU",1,2,10,432,74,30,411,88,603,603,0
"KAVALGA",2008,"KAVALGA",3,51.576,-178.865,1,"C ALEU",0,1,10,0,1,2,0,38,41,41,0
"KAVALGA",2008,"KAVALGA",3,51.576,-178.865,1,"C ALEU",0,2,10,0,2,0,13,27,42,42,0
"KAVALGA",2014,"KAVALGA",3,51.576,-178.865,1,"C ALEU",0,1,10,0,0,1,2,6,9,9,0
"KAVALGA",2014,"KAVALGA",3,51.576,-178.865,1,"C ALEU",0,2,10,0,0,1,0,8,9,9,0
"KILOKAK ROCKS",2008,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,1,7,0,6,12,20,67,105,105,0
"KILOKAK ROCKS",2008,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,2,7,0,9,2,46,40,97,97,0
"KILOKAK ROCKS",2010,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,1,7,0,7,12,23,100,142,142,0
"KILOKAK ROCKS",2010,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,2,7,0,5,6,54,78,143,143,0
"KILOKAK ROCKS",2011,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,1,7,3,6,7,78,101,192,192,0
"KILOKAK ROCKS",2011,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,2,7,1,13,2,98,69,182,182,0
"KILOKAK ROCKS",2013,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,1,7,0,2,7,3,104,116,116,0
"KILOKAK ROCKS",2013,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,2,7,0,0,23,6,87,116,116,0
"KILOKAK ROCKS",2015,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,1,7,0,6,8,51,134,199,199,0
"KILOKAK ROCKS",2015,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,2,7,0,6,13,58,124,201,201,0
"KILOKAK ROCKS",2017,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,1,7,0,6,9,53,230,298,298,0
"KILOKAK ROCKS",2017,"KILOKAK ROCKS",8,57.156,-156.275,1,"C GULF",0,2,7,0,9,6,54,231,300,300,0
"KISKA/CAPE ST STEPHEN",2008,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,1,10,80,26,24,123,47,220,220,0
"KISKA/CAPE ST STEPHEN",2008,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,2,10,70,41,10,135,40,226,226,0
"KISKA/CAPE ST STEPHEN",2009,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,1,10,91,29,15,122,32,198,198,0
"KISKA/CAPE ST STEPHEN",2009,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,2,10,91,35,14,116,32,197,197,0
"KISKA/CAPE ST STEPHEN",2014,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,1,10,70,25,8,106,23,185,162,23
"KISKA/CAPE ST STEPHEN",2014,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,2,10,72,21,10,91,37,159,159,0
"KISKA/CAPE ST STEPHEN",2016,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,1,10,40,27,15,64,33,141,139,2
"KISKA/CAPE ST STEPHEN",2016,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,2,10,40,30,13,67,31,143,141,2
"KISKA/CAPE ST STEPHEN",2017,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,1,10,26,22,4,38,11,75,75,0
"KISKA/CAPE ST STEPHEN",2017,"KISKA/CAPE ST STEPHEN",2,51.89467,177.200667,1,"C ALEU",1,2,10,25,22,3,38,12,75,75,0
"KISKA/LIEF COVE",2008,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,1,10,74,22,12,73,47,154,154,0
"KISKA/LIEF COVE",2008,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,2,10,55,24,8,83,37,152,152,0
"KISKA/LIEF COVE",2009,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,1,10,80,17,10,91,30,148,148,0
"KISKA/LIEF COVE",2009,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,2,10,81,20,14,92,23,149,149,0
"KISKA/LIEF COVE",2014,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,1,10,85,23,2,86,14,129,125,4
"KISKA/LIEF COVE",2014,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,2,10,84,21,2,84,15,122,122,0
"KISKA/LIEF COVE",2016,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,1,10,80,18,9,95,23,151,145,6
"KISKA/LIEF COVE",2016,"KISKA/LIEF COVE",2,51.953,177.34,1,"C ALEU",1,2,10,77,18,9,88,29,150,144,6
"KISKA/PILLAR ROCK",2012,"KISKA/PILLAR ROCK",2,52.12,177.363,0,"C ALEU",0,1,10,0,0,0,1,1,2,2,0
"KISKA/PILLAR ROCK",2012,"KISKA/PILLAR ROCK",2,52.12,177.363,0,"C ALEU",0,2,10,0,0,0,1,1,2,2,0
"KISKA/SOBAKA-VEGA",2008,"KISKA/SOBAKA-VEGA",2,51.825,177.317,1,"C ALEU",0,1,10,0,1,3,3,31,38,38,0
"KISKA/SOBAKA-VEGA",2008,"KISKA/SOBAKA-VEGA",2,51.825,177.317,1,"C ALEU",0,2,10,0,4,3,6,24,37,37,0
"KODIAK/BIRD ROCK",2010,"KODIAK/BIRD ROCK",9,57.692,-153.91,0,"C GULF",0,1,7,0,1,3,26,78,108,108,0
"KODIAK/BIRD ROCK",2010,"KODIAK/BIRD ROCK",9,57.692,-153.91,0,"C GULF",0,2,7,0,0,2,43,62,107,107,0
"KODIAK/CAPE BARNABAS",2008,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,1,7,0,0,2,2,80,84,84,0
"KODIAK/CAPE BARNABAS",2008,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,2,7,0,0,0,26,58,84,84,0
"KODIAK/CAPE BARNABAS",2009,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,1,7,0,5,17,28,81,131,131,0
"KODIAK/CAPE BARNABAS",2009,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,2,7,0,6,8,53,62,129,129,0
"KODIAK/CAPE BARNABAS",2010,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,1,7,0,2,5,28,160,195,195,0
"KODIAK/CAPE BARNABAS",2010,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,2,7,0,3,3,58,128,192,192,0
"KODIAK/CAPE BARNABAS",2013,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,1,7,0,4,11,0,88,103,103,0
"KODIAK/CAPE BARNABAS",2013,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,2,7,0,3,10,3,44,60,60,0
"KODIAK/CAPE BARNABAS",2017,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,1,7,0,5,7,20,118,150,150,0
"KODIAK/CAPE BARNABAS",2017,"KODIAK/CAPE BARNABAS",9,57.167,-152.877,1,"C GULF",0,2,7,0,6,6,32,110,154,154,0
"KODIAK/CAPE CHINIAK",2008,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,1,7,0,3,11,44,69,127,127,0
"KODIAK/CAPE CHINIAK",2008,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,2,7,0,5,1,60,59,125,125,0
"KODIAK/CAPE CHINIAK",2009,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,1,7,0,7,26,28,54,115,115,0
"KODIAK/CAPE CHINIAK",2009,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,2,7,0,5,18,26,67,116,116,0
"KODIAK/CAPE CHINIAK",2010,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,1,7,0,4,5,42,62,113,113,0
"KODIAK/CAPE CHINIAK",2010,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,2,7,0,7,3,55,43,108,108,0
"KODIAK/CAPE CHINIAK",2011,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,1,7,1,5,4,86,130,225,225,0
"KODIAK/CAPE CHINIAK",2011,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,2,7,0,7,24,119,82,232,232,0
"KODIAK/CAPE CHINIAK",2013,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,1,7,0,5,39,39,310,401,393,8
"KODIAK/CAPE CHINIAK",2013,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,2,7,0,3,10,23,160,196,196,0
"KODIAK/CAPE CHINIAK",2015,"KODIAK/CAPE CHINIAK",9,57.635,-152.138,1,"C GULF",0,1,7,2,2,3,9,115,129,129,0
