"Site","Year","Complex","RCA","LAT","LON","CH","Region","Rookery","Obs","Reg_no","Pup","Bull","SAM","Female","Juv","NP_tot","NP_sum","diff"
"AMLIA/SVIECH. HARBOR",2010,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,2,10,29,27,18,50,20,120,115,5
"AMLIA/SVIECH. HARBOR",2011,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,1,10,35,32,18,84,56,190,190,0
"AMLIA/SVIECH. HARBOR",2011,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,2,10,35,31,19,79,61,190,190,0
"AMLIA/SVIECH. HARBOR",2014,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,1,10,34,34,14,64,33,145,145,0
"AMLIA/SVIECH. HARBOR",2014,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,2,10,34,38,23,58,30,149,149,0
"AMLIA/SVIECH. HARBOR",2016,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,1,10,39,26,18,73,46,163,163,0
"AMLIA/SVIECH. HARBOR",2016,"AMLIA/SVIECH. HARBOR",5,52.031,-173.398,1,"C ALEU",0,2,10,39,27,17,69,49,162,162,0
"AMUKTA+ROCKS",2008,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,1,10,0,1,0,12,22,35,35,0
"AMUKTA+ROCKS",2008,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,2,10,0,1,1,0,32,34,34,0
"AMUKTA+ROCKS",2010,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,1,10,0,1,4,16,50,72,71,1
"AMUKTA+ROCKS",2010,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,2,10,0,1,3,19,47,73,70,3
"AMUKTA+ROCKS",2011,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,1,10,1,1,1,9,43,54,54,0
"AMUKTA+ROCKS",2011,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,2,10,0,2,1,8,44,55,55,0
"AMUKTA+ROCKS",2015,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,1,10,0,2,3,8,16,36,29,7
"AMUKTA+ROCKS",2015,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,2,10,0,3,4,2,20,36,29,7
"AMUKTA+ROCKS",2016,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,1,10,0,0,5,2,30,38,37,1
"AMUKTA+ROCKS",2016,"AMUKTA+ROCKS",5,52.449,-171.306,1,"C ALEU",0,2,10,0,0,2,0,35,38,37,1
"ANAGAKSIK",2008,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,1,10,0,0,2,0,17,19,19,0
"ANAGAKSIK",2008,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,2,10,0,1,1,0,18,20,20,0
"ANAGAKSIK",2010,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,1,10,0,2,2,7,19,30,30,0
"ANAGAKSIK",2010,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,2,10,0,3,1,11,15,30,30,0
"ANAGAKSIK",2011,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,1,10,0,2,0,6,12,20,20,0
"ANAGAKSIK",2011,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,2,10,0,2,0,12,6,20,20,0
"ANAGAKSIK",2014,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,1,10,0,0,1,3,17,29,21,8
"ANAGAKSIK",2014,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,2,10,0,1,3,2,15,29,21,8
"ANAGAKSIK",2016,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,1,10,0,0,2,0,0,2,2,0
"ANAGAKSIK",2016,"ANAGAKSIK",4,51.852,-175.887,1,"C ALEU",0,2,10,0,2,0,0,0,2,2,0
"ATKA/CAPE KOROVIN",2008,"ATKA/CAPE KOROVIN",4,52.313,-174.457,0,"C ALEU",0,1,10,0,0,3,4,32,39,39,0
"ATKA/CAPE KOROVIN",2008,"ATKA/CAPE KOROVIN",4,52.313,-174.457,0,"C ALEU",0,2,10,0,3,0,6,30,39,39,0
"ATKA/CAPE KOROVIN",2010,"ATKA/CAPE KOROVIN",4,52.313,-174.457,0,"C ALEU",0,1,10,0,0,0,0,6,6,6,0
"ATKA/CAPE KOROVIN",2010,"ATKA/CAPE KOROVIN",4,52.313,-174.457,0,"C ALEU",0,2,10,0,0,6,0,0,6,6,0
"ATKA/CAPE KOROVIN",2014,"ATKA/CAPE KOROVIN",4,52.313,-174.457,0,"C ALEU",0,1,10,0,0,0,0,7,7,7,0
"ATKA/CAPE KOROVIN",2014,"ATKA/CAPE KOROVIN",4,52.313,-174.457,0,"C ALEU",0,2,10,0,0,0,0,7,7,7,0
"ATKA/NORTH CAPE",2008,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,1,10,0,2,4,5,20,31,31,0
"ATKA/NORTH CAPE",2008,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,2,10,0,4,2,4,22,32,32,0
"ATKA/NORTH CAPE",2010,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,1,10,0,5,6,32,131,174,174,0
"ATKA/NORTH CAPE",2010,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,2,10,0,6,2,64,101,173,173,0
"ATKA/NORTH CAPE",2011,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,1,10,0,2,1,29,63,95,95,0
"ATKA/NORTH CAPE",2011,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,2,10,0,2,1,50,40,93,93,0
"ATKA/NORTH CAPE",2014,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,1,10,0,1,16,2,96,115,115,0
"ATKA/NORTH CAPE",2014,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,2,10,0,3,16,24,68,111,111,0
"ATKA/NORTH CAPE",2016,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,1,10,0,0,14,8,123,153,145,8
"ATKA/NORTH CAPE",2016,"ATKA/NORTH CAPE",4,52.401,-174.277,1,"C ALEU",0,2,10,0,1,1,21,121,152,144,8
"ATKINS",2008,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,272,75,22,390,77,564,564,0
"ATKINS",2008,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,244,83,3,445,17,548,548,0
"ATKINS",2009,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,341,85,33,409,110,637,637,0
"ATKINS",2009,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,334,105,44,436,39,624,624,0
"ATKINS",2011,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,377,105,82,569,134,890,890,0
"ATKINS",2011,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,382,136,53,616,77,882,882,0
"ATKINS",2013,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,253,46,41,226,164,477,477,0
"ATKINS",2013,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,257,53,37,253,138,481,481,0
"ATKINS",2014,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,310,94,91,340,149,676,674,2
"ATKINS",2014,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,320,100,67,357,139,664,663,1
"ATKINS",2016,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,346,111,82,433,212,846,838,8
"ATKINS",2016,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,348,148,59,414,227,856,848,8
"ATKINS",2017,"ATKINS",7,55.055,-159.293,1,"W GULF",1,1,8,338,101,73,410,213,798,797,1
"ATKINS",2017,"ATKINS",7,55.055,-159.293,1,"W GULF",1,2,8,328,90,91,425,177,784,783,1
"ATTU/CAPE WRANGELL",2008,"ATTU",1,52.91,172.465,1,"W ALEU",1,1,11,28,9,20,92,129,250,250,0
"ATTU/CAPE WRANGELL",2008,"ATTU",1,52.91,172.465,1,"W ALEU",1,2,11,30,23,0,120,100,243,243,0
"ATTU/CAPE WRANGELL",2011,"ATTU",1,52.91,172.465,1,"W ALEU",1,1,11,28,17,22,91,100,230,230,0
"ATTU/CAPE WRANGELL",2011,"ATTU",1,52.91,172.465,1,"W ALEU",1,2,11,26,22,11,84,116,233,233,0
"ATTU/CAPE WRANGELL",2012,"ATTU",1,52.91,172.465,1,"W ALEU",1,1,11,32,18,12,59,101,190,190,0
"ATTU/CAPE WRANGELL",2012,"ATTU",1,52.91,172.465,1,"W ALEU",1,2,11,33,14,38,70,61,183,183,0
"ATTU/CAPE WRANGELL",2014,"ATTU",1,52.91,172.465,1,"W ALEU",1,1,11,35,16,2,46,25,141,89,52
"ATTU/CAPE WRANGELL",2014,"ATTU",1,52.91,172.465,1,"W ALEU",1,2,11,33,14,3,38,34,89,89,0
"ATTU/CAPE WRANGELL",2016,"ATTU",1,52.91,172.465,1,"W ALEU",1,1,11,42,23,2,34,73,132,132,0
"ATTU/CAPE WRANGELL",2016,"ATTU",1,52.91,172.465,1,"W ALEU",1,2,11,43,21,2,43,65,131,131,0
"ATTU/CHICHAGOF POINT",2008,"ATTU",1,52.943,173.265,0,"W ALEU",0,1,11,0,2,1,4,18,25,25,0
"ATTU/CHICHAGOF POINT",2008,"ATTU",1,52.943,173.265,0,"W ALEU",0,2,11,0,3,0,4,16,23,23,0
"ATTU/CHICHAGOF POINT",2011,"ATTU",1,52.943,173.265,0,"W ALEU",0,1,11,0,0,0,6,10,16,16,0
"ATTU/CHICHAGOF POINT",2011,"ATTU",1,52.943,173.265,0,"W ALEU",0,2,11,0,0,0,2,15,17,17,0
"ATTU/CHICHAGOF POINT",2012,"ATTU",1,52.943,173.265,0,"W ALEU",0,1,11,0,2,6,12,34,54,54,0
"ATTU/CHICHAGOF POINT",2012,"ATTU",1,52.943,173.265,0,"W ALEU",0,2,11,1,4,2,20,26,52,52,0
"ATTU/CHICHAGOF POINT",2014,"ATTU",1,52.943,173.265,0,"W ALEU",0,1,11,0,3,5,17,39,64,64,0
"ATTU/CHICHAGOF POINT",2014,"ATTU",1,52.943,173.265,0,"W ALEU",0,2,11,0,4,3,27,30,64,64,0
"ATTU/CHICHAGOF POINT",2016,"ATTU",1,52.943,173.265,0,"W ALEU",0,1,11,0,2,2,13,49,68,66,2
"ATTU/CHICHAGOF POINT",2016,"ATTU",1,52.943,173.265,0,"W ALEU",0,2,11,0,2,8,14,43,69,67,2
"ATTU/CHIRIKOF POINT",2008,"ATTU",1,52.829,173.433,1,"W ALEU",0,1,11,0,2,1,9,20,32,32,0
"ATTU/CHIRIKOF POINT",2008,"ATTU",1,52.829,173.433,1,"W ALEU",0,2,11,0,3,2,1,26,32,32,0
"ATTU/CHIRIKOF POINT",2011,"ATTU",1,52.829,173.433,1,"W ALEU",0,1,11,0,2,1,10,9,22,22,0
"ATTU/CHIRIKOF POINT",2011,"ATTU",1,52.829,173.433,1,"W ALEU",0,2,11,0,0,3,0,19,22,22,0
"ATTU/CHIRIKOF POINT",2012,"ATTU",1,52.829,173.433,1,"W ALEU",0,1,11,0,2,0,7,7,16,16,0
"ATTU/CHIRIKOF POINT",2012,"ATTU",1,52.829,173.433,1,"W ALEU",0,2,11,0,2,0,7,8,17,17,0
"ATTU/CHIRIKOF POINT",2014,"ATTU",1,52.829,173.433,1,"W ALEU",0,1,11,1,NA,NA,NA,NA,5,NA,NA
"ATTU/CHIRIKOF POINT",2014,"ATTU",1,52.829,173.433,1,"W ALEU",0,2,11,1,NA,NA,NA,NA,5,NA,NA
"AVATANAK/NE",2016,"AVATANAK",6,54.092,-165.27,0,"E ALEU",0,1,9,0,2,0,0,13,15,15,0
"AVATANAK/NE",2016,"AVATANAK",6,54.092,-165.27,0,"E ALEU",0,2,9,0,2,0,0,13,15,15,0
"AVATANAK/S",2014,"AVATANAK",6,54.038,-165.299,0,"E ALEU",0,1,9,0,0,1,0,14,15,15,0
"AVATANAK/S",2014,"AVATANAK",6,54.038,-165.299,0,"E ALEU",0,2,9,0,0,1,0,14,15,15,0
"AVATANAK/SE",2014,"AVATANAK",6,54.0648,-165.2283,0,"E ALEU",0,1,9,0,3,2,0,11,16,16,0
"AVATANAK/SE",2014,"AVATANAK",6,54.0648,-165.2283,0,"E ALEU",0,2,9,0,3,2,0,11,16,16,0
"AVATANAK/SE",2016,"AVATANAK",6,54.0648,-165.2283,0,"E ALEU",0,1,9,0,3,5,10,35,53,53,0
"AVATANAK/SE",2016,"AVATANAK",6,54.0648,-165.2283,0,"E ALEU",0,2,9,0,2,3,14,34,53,53,0
"AYUGADAK",2008,"AYUGADAK",2,51.756,178.405,1,"C ALEU",1,1,10,55,30,16,89,18,153,153,0
"AYUGADAK",2008,"AYUGADAK",2,51.756,178.405,1,"C ALEU",1,2,10,49,34,15,93,7,149,149,0
"AYUGADAK",2009,"AYUGADAK",2,51.756,178.405,1,"C ALEU",1,1,10,44,17,7,65,21,110,110,0
"AYUGADAK",2009,"AYUGADAK",2,51.756,178.405,1,"C ALEU",1,2,10,43,22,3,71,15,111,111,0
"AYUGADAK",2014,"AYUGADAK",2,51.756,178.405,1,"C ALEU",1,1,10,43,18,3,53,10,100,84,16
"AYUGADAK",2014,"AYUGADAK",2,51.756,178.405,1,"C ALEU",1,2,10,41,14,8,51,16,89,89,0
"BENJAMIN",2013,"BENJAMIN",11,58.562,-134.913,1,"SE AK",0,1,5,0,0,3,5,93,101,101,0
"BENJAMIN",2013,"BENJAMIN",11,58.562,-134.913,1,"SE AK",0,2,5,0,2,1,19,78,100,100,0
"BENJAMIN",2015,"BENJAMIN",11,58.562,-134.913,1,"SE AK",0,1,5,0,4,5,6,91,106,106,0
"BENJAMIN",2015,"BENJAMIN",11,58.562,-134.913,1,"SE AK",0,2,5,0,4,3,13,86,106,106,0
"BENJAMIN",2017,"BENJAMIN",11,58.562,-134.913,1,"SE AK",0,1,5,0,3,10,15,301,329,329,0
"BENJAMIN",2017,"BENJAMIN",11,58.562,-134.913,1,"SE AK",0,2,5,0,3,9,76,245,333,333,0
"BIALI ROCK",2008,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,1,5,62,37,41,198,129,405,405,0
"BIALI ROCK",2008,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,2,5,54,41,14,221,124,400,400,0
"BIALI ROCK",2009,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,1,5,144,38,39,281,253,611,611,0
"BIALI ROCK",2009,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,2,5,143,46,33,327,215,621,621,0
"BIALI ROCK",2010,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,1,5,81,59,29,257,143,488,488,0
"BIALI ROCK",2010,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,2,5,83,33,40,251,165,489,489,0
"BIALI ROCK",2013,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,1,5,183,60,90,351,324,826,825,1
"BIALI ROCK",2013,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,2,5,187,57,116,342,322,838,837,1
"BIALI ROCK",2015,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,1,5,205,47,60,374,410,891,891,0
"BIALI ROCK",2015,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,2,5,203,65,88,461,288,902,902,0
"BIALI ROCK",2017,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,1,5,197,35,52,279,558,924,924,0
"BIALI ROCK",2017,"BIALI ROCK",11,56.712,-135.342,1,"SE AK",1,2,5,206,55,51,350,487,943,943,0
"BIRD",2008,"BIRD",7,54.666,-163.285,1,"W GULF",0,1,8,1,4,10,19,123,156,156,0
"BIRD",2008,"BIRD",7,54.666,-163.285,1,"W GULF",0,2,8,3,7,7,32,108,154,154,0
"BIRD",2011,"BIRD",7,54.666,-163.285,1,"W GULF",0,1,8,2,7,9,78,140,234,234,0
"BIRD",2011,"BIRD",7,54.666,-163.285,1,"W GULF",0,2,8,2,2,14,18,199,233,233,0
"BIRD",2013,"BIRD",7,54.666,-163.285,1,"W GULF",0,1,8,0,11,59,63,303,444,436,8
"BIRD",2013,"BIRD",7,54.666,-163.285,1,"W GULF",0,2,8,0,14,44,36,343,445,437,8
"BIRD",2014,"BIRD",7,54.666,-163.285,1,"W GULF",0,1,8,4,16,13,65,120,214,214,0
"BIRD",2014,"BIRD",7,54.666,-163.285,1,"W GULF",0,2,8,4,15,14,61,125,215,215,0
"BIRD",2016,"BIRD",7,54.666,-163.285,1,"W GULF",0,1,8,3,16,7,38,92,153,153,0
"BIRD",2016,"BIRD",7,54.666,-163.285,1,"W GULF",0,2,8,3,20,6,54,73,153,153,0
"BIRD (SHUMAGINS)",2014,"BIRD (SHUMAGINS)",7,54.8143,-159.8214,0,"W GULF",0,1,8,0,2,4,15,45,66,66,0
"BIRD (SHUMAGINS)",2014,"BIRD (SHUMAGINS)",7,54.8143,-159.8214,0,"W GULF",0,2,8,0,5,6,13,43,67,67,0
"BIRD (SHUMAGINS)",2016,"BIRD (SHUMAGINS)",7,54.8143,-159.8214,0,"W GULF",0,1,8,0,4,7,19,78,108,108,0
"BIRD (SHUMAGINS)",2016,"BIRD (SHUMAGINS)",7,54.8143,-159.8214,0,"W GULF",0,2,8,0,3,6,17,85,111,111,0
"BIRD (SHUMAGINS)",2017,"BIRD (SHUMAGINS)",7,54.8143,-159.8214,0,"W GULF",0,1,8,0,0,4,0,33,39,37,2
"BIRD (SHUMAGINS)",2017,"BIRD (SHUMAGINS)",7,54.8143,-159.8214,0,"W GULF",0,2,8,0,1,3,0,35,41,39,2
"BOBROF",2011,"BOBROF",3,51.897,-177.46,1,"C ALEU",0,1,10,0,1,3,8,9,21,21,0
"BOBROF",2011,"BOBROF",3,51.897,-177.46,1,"C ALEU",0,2,10,0,0,0,5,14,19,19,0
"BOGOSLOF/FIRE ISLAND",2008,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,1,9,275,55,46,260,30,391,391,0
"BOGOSLOF/FIRE ISLAND",2008,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,2,9,268,76,30,270,12,388,388,0
"BOGOSLOF/FIRE ISLAND",2009,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,1,9,283,46,32,275,46,399,399,0
"BOGOSLOF/FIRE ISLAND",2009,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,2,9,280,55,15,299,29,398,398,0
"BOGOSLOF/FIRE ISLAND",2010,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,1,9,337,81,32,297,15,436,425,11
"BOGOSLOF/FIRE ISLAND",2010,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,2,9,328,65,45,292,18,431,420,11
"BOGOSLOF/FIRE ISLAND",2011,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,1,9,324,62,37,187,27,313,313,0
"BOGOSLOF/FIRE ISLAND",2011,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,2,9,322,62,35,178,37,312,312,0
"BOGOSLOF/FIRE ISLAND",2014,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,1,9,336,89,37,195,21,342,342,0
"BOGOSLOF/FIRE ISLAND",2014,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,2,9,338,99,29,206,18,352,352,0
"BOGOSLOF/FIRE ISLAND",2016,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,1,9,326,71,34,177,24,306,306,0
"BOGOSLOF/FIRE ISLAND",2016,"BOGOSLOF/FIRE ISLAND",6,53.928,-168.034,1,"E ALEU",1,2,9,331,84,23,176,28,311,311,0
"BULDIR/ROOKERY",2008,"BULDIR",1,52.338,175.901,1,"W ALEU",1,1,11,14,4,4,22,9,39,39,0
"BULDIR/ROOKERY",2008,"BULDIR",1,52.338,175.901,1,"W ALEU",1,2,11,7,7,0,17,12,36,36,0
"CAPE ADDINGTON",2008,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,1,5,2,18,38,386,279,721,721,0
"CAPE ADDINGTON",2008,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,2,5,2,29,28,360,297,714,714,0
"CAPE ADDINGTON",2010,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,1,5,5,48,238,69,190,545,545,0
"CAPE ADDINGTON",2010,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,2,5,5,32,19,295,192,538,538,0
"CAPE ADDINGTON",2013,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,1,5,3,10,196,105,686,997,997,0
"CAPE ADDINGTON",2013,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,2,5,3,17,75,268,656,1016,1016,0
"CAPE ADDINGTON",2015,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,1,5,1,14,96,95,761,966,966,0
"CAPE ADDINGTON",2015,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,2,5,1,38,80,323,537,978,978,0
"CAPE ADDINGTON",2017,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,1,5,1,16,35,193,533,777,777,0
"CAPE ADDINGTON",2017,"CAPE ADDINGTON",11,55.438,-133.822,1,"SE AK",0,2,5,1,19,36,199,524,778,778,0
"CAPE BARTOLOME",2010,"CAPE BARTOLOME",11,55.23,-133.617,0,"SE AK",0,1,5,2,10,4,22,15,59,51,8
"CAPE BARTOLOME",2010,"CAPE BARTOLOME",11,55.23,-133.617,0,"SE AK",0,2,5,0,5,5,22,19,59,51,8
"CAPE BARTOLOME",2013,"CAPE BARTOLOME",11,55.23,-133.617,0,"SE AK",0,1,5,0,1,41,6,167,215,215,0
"CAPE BARTOLOME",2013,"CAPE BARTOLOME",11,55.23,-133.617,0,"SE AK",0,2,5,0,1,24,30,159,214,214,0
"CAPE BARTOLOME",2015,"CAPE BARTOLOME",11,55.23,-133.617,0,"SE AK",0,1,5,0,3,24,4,29,61,60,1
"CAPE BARTOLOME",2015,"CAPE BARTOLOME",11,55.23,-133.617,0,"SE AK",0,2,5,0,12,13,5,30,61,60,1
"CAPE BINGHAM",2017,"CAPE BINGHAM",11,58.0861,-136.5625,0,"SE AK",0,1,5,0,8,10,2,24,44,44,0
"CAPE BINGHAM",2017,"CAPE BINGHAM",11,58.0861,-136.5625,0,"SE AK",0,2,5,0,12,12,0,21,45,45,0
"CAPE CROSS",2015,"CAPE CROSS",11,57.912,-136.568,1,"SE AK",0,1,5,0,1,6,5,26,38,38,0
"CAPE CROSS",2015,"CAPE CROSS",11,57.912,-136.568,1,"SE AK",0,2,5,0,1,7,0,29,37,37,0
"CAPE CROSS",2017,"CAPE CROSS",11,57.912,-136.568,1,"SE AK",0,1,5,0,5,26,17,123,171,171,0
"CAPE CROSS",2017,"CAPE CROSS",11,57.912,-136.568,1,"SE AK",0,2,5,0,11,24,9,129,173,173,0
"CAPE FAIRFIELD",2008,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,1,6,0,0,1,19,27,47,47,0
"CAPE FAIRFIELD",2008,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,2,6,0,0,1,16,29,46,46,0
"CAPE FAIRFIELD",2009,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,1,6,0,0,6,0,25,31,31,0
"CAPE FAIRFIELD",2009,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,2,6,0,2,1,7,22,32,32,0
"CAPE FAIRFIELD",2010,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,1,6,0,2,0,3,14,27,19,8
"CAPE FAIRFIELD",2010,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,2,6,0,2,0,3,14,27,19,8
"CAPE FAIRFIELD",2013,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,1,6,0,3,0,4,43,50,50,0
"CAPE FAIRFIELD",2013,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,2,6,0,0,3,8,39,50,50,0
"CAPE FAIRFIELD",2017,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,1,6,0,2,3,0,21,26,26,0
"CAPE FAIRFIELD",2017,"CAPE FAIRFIELD",10,59.923,-148.837,0,"E GULF",0,2,6,0,2,0,3,20,25,25,0
"CAPE GULL",2013,"CAPE GULL",8,58.192,-154.16,1,"C GULF",0,1,7,0,2,2,0,44,49,48,1
"CAPE GULL",2013,"CAPE GULL",8,58.192,-154.16,1,"C GULF",0,2,7,0,3,1,0,44,49,48,1
"CAPE GULL",2015,"CAPE GULL",8,58.192,-154.16,1,"C GULF",0,1,7,0,0,4,1,82,87,87,0
"CAPE GULL",2015,"CAPE GULL",8,58.192,-154.16,1,"C GULF",0,2,7,0,0,1,20,66,87,87,0
"CAPE GULL",2017,"CAPE GULL",8,58.192,-154.16,1,"C GULF",0,1,7,0,2,5,31,114,152,152,0
"CAPE GULL",2017,"CAPE GULL",8,58.192,-154.16,1,"C GULF",0,2,7,0,1,5,39,107,152,152,0
"CAPE HINCHINBROOK",2008,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,1,6,0,9,12,164,49,234,234,0
"CAPE HINCHINBROOK",2008,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,2,6,0,23,16,94,90,223,223,0
"CAPE HINCHINBROOK",2009,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,1,6,0,3,4,43,51,101,101,0
"CAPE HINCHINBROOK",2009,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,2,6,0,5,1,71,24,101,101,0
"CAPE HINCHINBROOK",2010,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,1,6,0,20,67,0,55,159,142,17
"CAPE HINCHINBROOK",2010,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,2,6,0,19,21,42,64,163,146,17
"CAPE HINCHINBROOK",2011,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,1,6,0,37,15,6,19,77,77,0
"CAPE HINCHINBROOK",2011,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,2,6,0,8,0,14,54,76,76,0
"CAPE HINCHINBROOK",2013,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,1,6,0,1,13,8,247,270,269,1
"CAPE HINCHINBROOK",2013,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,2,6,0,2,14,79,175,271,270,1
"CAPE HINCHINBROOK",2015,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,1,6,0,0,1,2,13,17,16,1
"CAPE HINCHINBROOK",2015,"CAPE HINCHINBROOK",10,60.233,-146.642,1,"E GULF",0,2,6,0,0,1,0,15,17,16,1
"CAPE KULIAK",2017,"CAPE KULIAK",8,58.133,-154.208,1,"C GULF",0,1,7,0,0,0,1,35,36,36,0
"CAPE KULIAK",2017,"CAPE KULIAK",8,58.133,-154.208,1,"C GULF",0,2,7,0,0,0,7,28,35,35,0
